hyperparameter_setting_id,bits,Full precision,Post minmaxQ,Post quantileQ,Pre minmaxQ,Pre quantileQ,SoftQ,HardQ,Bitwise softQ,Bitwise hardQ,dataset
16,3,0.5286553759466518,1.081324664029208,0.5790033611384305,0.5866112885150042,0.5238200182264502,0.5267711742357775,0.5267697220498865,0.5613919957117601,0.5615021261301908,wine
16,4,0.5005823509259657,0.5703171423890374,0.5212879329919815,0.5564456663348458,0.5106670206243341,0.5060103806582364,0.5059853006492961,0.4980176741426641,0.4978443682193756,wine
16,5,0.4963208558884533,0.5051968598907645,0.5150393708185717,0.5211821117184379,0.5533845505931161,0.528559763323177,0.5285550084981051,0.5396456041119315,0.5396310930902307,wine
16,6,0.5075873637741263,0.5261598446152427,0.5078751160339876,0.5155193101276051,0.5548668828877535,0.5123096284541216,0.5127175545150583,0.528354520147497,0.5290218916806307,wine
16,7,0.5206017358736559,0.5208697129379619,0.5352708019993522,0.5145296020941301,0.544108347459273,0.5518760572780262,0.5518488938158209,0.5173200368881226,0.5173166367140684,wine
16,8,0.5314194072376598,0.5240015224976973,0.5142918256196108,0.5287008583545685,0.4875616864724593,0.4956008385528218,0.4956004240296103,0.4857227070765061,0.4857297973199324,wine
17,2,0.5336991602724249,1.656307957389138,0.6950933283025568,0.6486632661385969,0.6159145452759482,0.5565965961326252,0.5568170330741189,0.5955702418630774,0.5955832573500547,wine
17,3,0.5185043215751648,0.6693799820813265,0.530209248716181,0.5665579790418799,0.5395167497071353,0.5222374661402269,0.5222374119541862,0.5048470957712694,0.504847989840941,wine
17,4,0.5060418762943961,0.6681642627174204,0.5438624782995745,0.5636923665350134,0.5341199744831432,0.530251223932613,0.5302302512255582,0.5063234188339927,0.5059059045531533,wine
17,5,0.5484321009029042,0.5620910958810286,0.5613369318571958,0.503215258771723,0.5092580169439316,0.510373139923269,0.5103727416558699,0.5005394044247541,0.5005394071340561,wine
17,6,0.5392961190505461,0.5677956749092449,0.5523868826302615,0.5481160554018888,0.5353044908155095,0.5488907098770142,0.547175878828222,0.547136664390564,0.5493038215420463,wine
17,7,0.518756699833003,0.5237516435709867,0.5520424219695005,0.5179264626719735,0.5078870505094528,0.522921846671538,0.5229215188459917,0.5114515301856127,0.5114561807025563,wine
17,8,0.5506730079650879,0.537438300522891,0.5337980037385767,0.5367432209578428,0.5638239708813754,0.5592919804833152,0.5592692440206354,0.5377700816501271,0.5377628830346194,wine
18,2,0.5142096565528349,1.5080128799785266,0.6816652796485207,0.6489968299865723,0.5841552831909873,0.5768454237417742,0.5768454345789823,0.5731549235907468,0.5731549235907468,wine
18,3,0.5043678500435569,1.2882687774571506,0.5591747056354176,0.5908247801390561,0.5640619613907554,0.5627097297798503,0.5635312497615814,0.509547466581518,0.5082100548527457,wine
18,4,0.5130774134939368,0.6143284873528914,0.534931789744984,0.5661333826455203,0.5255103436383334,0.5358927764675834,0.5358911183747378,0.5510728603059595,0.5511138628829609,wine
18,5,0.5504647520455447,0.5641020617701791,0.574145726182244,0.5095785612409766,0.5288731957023795,0.5662756711244583,0.5662756548686461,0.5865974588827654,0.5865972665223208,wine
18,6,0.5217987014488741,0.5262034427035939,0.5220537510785189,0.5215934623371471,0.5103833025152033,0.4900123260237954,0.4900074709545482,0.4893675703894008,0.4893665381453254,wine
18,7,0.560173365202817,0.547800288958983,0.5633805421265689,0.5360405986959283,0.5271193954077634,0.5570999736135657,0.5570822303945367,0.531729359518398,0.5317196954380382,wine
18,8,0.5106556930325248,0.5063021101734855,0.5004839274016294,0.5234694480895996,0.5196853984485973,0.5258206643841483,0.5257728452032263,0.5042591040784662,0.5041143758730455,wine
19,2,0.4803144606676968,1.5919294248927722,0.7756248306144368,0.6486825970086184,0.611513389782472,0.6201493767174807,0.6207848272540353,0.5756780532273379,0.5756266686049375,wine
19,3,0.5260347100821409,0.9704365784471686,0.5646290440451015,0.5894774862311103,0.5333311882886019,0.5579817999492992,0.5579817809841849,0.531529039144516,0.5315291746096178,wine
19,4,0.4854919829151847,0.5710125497796319,0.4952261800115758,0.5446837530894713,0.5718185413967479,0.5506562319668856,0.5506561994552612,0.5396885682236064,0.5396885682236064,wine
19,5,0.5529247251423922,0.5753819644451141,0.5579598925330422,0.5600867217237299,0.5683834688229994,0.5346787138418718,0.5363613990220156,0.586502955718474,0.5980393669822,wine
19,6,0.5195577686483209,0.5317437675866213,0.5253324752504175,0.5370546416802839,0.5249545194885947,0.527791521765969,0.5277915298938751,0.5069569809870287,0.5069383193146099,wine
19,7,0.5045090615749359,0.4953771071000533,0.4900071973150426,0.5440899892286821,0.5533680970018561,0.5683655820109628,0.5685011040080677,0.5708047232844613,0.5701240951364691,wine
19,8,0.5130733766339042,0.5024416026743975,0.5103898820551959,0.5366796146739613,0.5166209638118744,0.5297003808346662,0.5296969969164241,0.4942271221767772,0.4942249764095653,wine
20,2,0.4958047514612024,1.9241817539388484,0.7269945903257891,0.659735918045044,0.5562958852811293,0.5585113594477827,0.5585113486105745,0.5838843882083893,0.5838843882083893,wine
20,3,0.5649958903139288,1.1116837154735215,0.6609681086106733,0.6003307375040922,0.5383791327476501,0.5817426145076752,0.5825454646890814,0.5251439267938788,0.5254165123809468,wine
20,4,0.5286337651989677,0.697213048284704,0.5771633684635162,0.5410241132432764,0.5713741454211149,0.5244999141855673,0.5244292576204647,0.5711266398429871,0.5706482936035503,wine
20,5,0.5156236643140967,0.5612306269732389,0.5187386626547034,0.5052076185291464,0.5537609159946442,0.5038558542728424,0.5045377314090729,0.53474091806195,0.5408199388872493,wine
20,6,0.5238137434829365,0.5424644784493879,0.5232047926295887,0.5363494591279463,0.525426987897266,0.5240871201861989,0.5242169445211237,0.57343005863103,0.5734748163006522,wine
20,7,0.5215734758160331,0.5188362517140128,0.5187458748167212,0.5231176479296251,0.5167489024725828,0.5111370005390861,0.5111430585384369,0.5003175220706246,0.5003175870938734,wine
20,8,0.5162289874120192,0.513867361979051,0.5073716803030535,0.5041369795799255,0.5777435763315721,0.5329284884712913,0.5329208076000214,0.5189429982142015,0.5189183218912645,wine
21,2,0.502186884934252,1.8696623065254905,0.79493248462677,0.6442824656313116,0.6198738434097983,0.6191222423856909,0.6334544555707411,0.6378656517375599,0.6603218154473738,wine
21,3,0.5230858055028048,0.8669682551514019,0.579122391614047,0.5952436910434202,0.5281188948587938,0.5573058372194116,0.5573083839633248,0.5346569771116431,0.5346569960767572,wine
21,4,0.5346168848601255,0.5678253675049002,0.5500862137837843,0.5209686756134033,0.5057824714617296,0.5618147375908765,0.5622705641117963,0.4803411039439114,0.4802881641821427,wine
21,5,0.5115708708763123,0.5474818308245052,0.530244380235672,0.5118710886348378,0.5193010541525754,0.5134994184428995,0.5133737027645111,0.4900491860779849,0.4889131567694924,wine
21,6,0.5372529409148477,0.5397562791000713,0.556688132611188,0.5652823637832295,0.5220177038149401,0.5640940910035913,0.5640924274921417,0.5602638762105595,0.5603134130889719,wine
21,7,0.500494203784249,0.4930354058742523,0.5128620700402693,0.5177938843315298,0.541410893201828,0.5558826300230894,0.555904280055653,0.5528405904769897,0.5529820756478743,wine
